data;mes;lancamento;categoria;tipo; valor ;fonte;conta_final; pilar_tribalance
2025-09-18;NOVEMBRO;MERCADOLIVRE PRUDEIMP  PRUDENTOPOLI  BRA;ALIMENTAÇÃO;DESPESA;-R$ 59,47 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;IFD BONSAI SUSHI LTDA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 58,99 ;Inter;Corrente;ESSENCIAIS
2025-10-13;NOVEMBRO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 58,61 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 58,31 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 57,94 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 56,94 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;CAPPTA  PANIFICADORA E CORONEL JOAO  BRA;ALIMENTAÇÃO;DESPESA;-R$ 56,78 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 56,52 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 56,30 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;CristianoSantosDa      BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 56,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 55,71 ;Santander;Corrente;ESSENCIAIS
2025-05-01;MAIO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 55,71 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;NATURALI               Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 55,18 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;NATURALI               Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 55,18 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 54,45 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 54,44 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;IFD IGOR PEDROSA CHANG JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 54,38 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;CARREFOUR JPB 466      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 53,88 ;Inter;Corrente;ESSENCIAIS
2025-10-12;NOVEMBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 53,46 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;JOSILDOCAVALCANTE;ALIMENTAÇÃO;DESPESA;-R$ 53,00 ;Santander;Corrente;ESSENCIAIS
2025-03-01;MARÇO;MUNDO DOS PASTEIS      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 53,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;KALINA KESSIA ALVES A  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 53,00 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;ATACAREJO FORROCK      CABEDELO      BRA;ALIMENTAÇÃO;DESPESA;-R$ 52,97 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 52,94 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PAO DE ACUCAR 1283     JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 51,48 ;Inter;Corrente;ESSENCIAIS
2025-10-20;NOVEMBRO;SUPERMERCADO MIRAMAR   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 50,99 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 50,80 ;Santander;Corrente;ESSENCIAIS
2025-10-28;NOVEMBRO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 50,57 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;NOBREGA E CABRAL SERVI JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 50,30 ;Inter;Corrente;ESSENCIAIS
2025-10-15;NOVEMBRO;MENOR PRECO            JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 50,23 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;TatianaGomesDos        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 50,00 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;TatianaGomesDos        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 50,00 ;Inter;Corrente;ESSENCIAIS
2025-10-06;NOVEMBRO;PDV TC SHOP            JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 50,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;DELAINESEMTRIGO        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 49,80 ;Inter;Corrente;ESSENCIAIS
2025-10-29;NOVEMBRO;ELIANE AUGUSTO         JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 49,80 ; Caixa ;Corrente;ESSENCIAIS
2025-03-01;MARÇO;BESSA GRILL BAR E REST;ALIMENTAÇÃO;DESPESA;-R$ 49,55 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 49,34 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 49,34 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;CIDA DAS VERDURAS      BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 49,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;CACAU SHOW SHOPPING S  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 48,98 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;VL6 GELATO LTDA        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 48,48 ;Inter;Corrente;ESSENCIAIS
2025-10-08;NOVEMBRO;BURGER KING            JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,80 ;Inter;Corrente;ESSENCIAIS
2025-10-08;NOVEMBRO;JANAINA JAPIASSU PERE  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,80 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;IFD 49 711 734 JULIANO JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,70 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;IFD 49 711 734 JULIANO JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,70 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,24 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;BRAZIL ATACADO         JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,11 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;BRAZIL ATACADO         JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,11 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;BRAZIL ATACADO         JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,11 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;EMPRESA SILVA          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,00 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;MASSARI SERVICOS DE AL;ALIMENTAÇÃO;DESPESA;-R$ 47,00 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;CASA DE NARA           Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,00 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;CASA DE NARA           Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,00 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;MP  VITAFLORA          Joo Pessoa    BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;RECANTO DO QUEJEIRO    JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 47,00 ;Inter;Corrente;ESSENCIAIS
2025-11-02;NOVEMBRO;MP *PANIFICADORAE;ALIMENTAÇÃO;DESPESA;-R$ 46,55 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;NATURALI               Joao Pessoa   BRA;ALIMENTAÇÃO;DESPESA;-R$ 46,52 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;ifood        ifood     Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 46,00 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;ifood        ifood     Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 46,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;CIDA DAS VERDURAS;ALIMENTAÇÃO;DESPESA;-R$ 46,00 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 45,85 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;R1BURGER               JOO PESSOA    BRA;ALIMENTAÇÃO;DESPESA;-R$ 45,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;VANDERLEI ARRUDA       AROEIRAS      BRA;ALIMENTAÇÃO;DESPESA;-R$ 45,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;MariaNildaFirmino      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 45,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 44,22 ;Santander;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;R1BURGER               Joo Pessoa    BRA;ALIMENTAÇÃO;DESPESA;-R$ 44,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MiguelAntonio          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 44,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;IFD 57069663 RISSIA FA JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 43,97 ;Inter;Corrente;ESSENCIAIS
2025-10-11;NOVEMBRO;SUPERMERCADO MIRAMAR   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 43,95 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;SHOPEE  VitalHarmony   So Paulo      BRA;ALIMENTAÇÃO;DESPESA;-R$ 43,50 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;BABU BEBIDAS;ALIMENTAÇÃO;DESPESA;-R$ 43,00 ;Santander;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 43,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;REST FOGAO A LENHA;ALIMENTAÇÃO;DESPESA;-R$ 43,00 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;REST FOGAO A LENHA;ALIMENTAÇÃO;DESPESA;-R$ 43,00 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;FREITAS VAREJO         CABEDELO      BRA;ALIMENTAÇÃO;DESPESA;-R$ 42,96 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;IFD 57 630 680 VALTEMI JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 42,83 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;ifood        ifood     Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 42,50 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;ifood        ifood     Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 42,50 ;Inter;Corrente;ESSENCIAIS
2025-10-13;NOVEMBRO;SUPERMERCADO LIMPEZA   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 42,50 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;HAVAN JOAO PESSOA      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,98 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;54265669NATHALIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,90 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,46 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,46 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;MINI MERCADO O BARTAO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,40 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;JULIANA CARVALHO COIM  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,27 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;RESTAURANTE BEIRA RIO;ALIMENTAÇÃO;DESPESA;-R$ 41,00 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;R1BURGER               Joo Pessoa    BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;CIDA DAS VERDURAS      BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,00 ;Inter;Corrente;ESSENCIAIS
2025-10-27;NOVEMBRO;DISTRIBUIDORA MEGACAI  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 41,00 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;LUCAS GALETO           JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 40,96 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;LUCAS GALETO           JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 40,95 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 40,72 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;LUCAS GALETO;ALIMENTAÇÃO;DESPESA;-R$ 40,56 ;Santander;Corrente;ESSENCIAIS
2025-10-20;NOVEMBRO;DYVED CAETANO HENRIQUE JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 40,21 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;JoaoNetoFerreira       SANTA RITA    BRA;ALIMENTAÇÃO;DESPESA;-R$ 40,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MP  R1BURGER           Joo Pessoa    BRA;ALIMENTAÇÃO;DESPESA;-R$ 40,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;ARIOSVALDO;ALIMENTAÇÃO;DESPESA;-R$ 40,00 ;Santander;Corrente;ESSENCIAIS
2025-10-22;NOVEMBRO;CIDA DAS VERDURAS      BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 40,00 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;SUPERMERCADO MANAIRA   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 39,73 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 39,51 ;Santander;Corrente;ESSENCIAIS
2025-11-02;NOVEMBRO;ISTANBUL KEBAB;ALIMENTAÇÃO;DESPESA;-R$ 39,50 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;IFD BONSAI SUSHI LTDA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,99 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;IFD KLEBER NOBREGA DE  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,99 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;66EJPE ARMPB           JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,90 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;66EJPE ARMPB           JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,90 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;66EJPE ARMPB           JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,90 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;66EJPE ARMPB           JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,90 ;Inter;Corrente;ESSENCIAIS
2025-06-03;NOVEMBRO;66EJPE ARMPB           JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,90 ;Inter;Corrente;ESSENCIAIS
2025-10-29;NOVEMBRO;CARREFOUR JPB 466      JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,61 ; Caixa ;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;SUPERMERCADO MANAIRA   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,22 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;SUPERMERCADO MANAIRA   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,22 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;ifood   IFD KLEBER NO  Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 38,00 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 37,98 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;IFD JOSE HENRIQUE PAUL BANANEIRAS    BRA;ALIMENTAÇÃO;DESPESA;-R$ 37,89 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;SUPERMERCADO LATORRE   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 37,69 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 37,52 ;Santander;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 37,51 ;Santander;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;ARIOSVALDO;ALIMENTAÇÃO;DESPESA;-R$ 37,00 ;Santander;Corrente;ESSENCIAIS
2025-08-06;NOVEMBRO;REV CR PARC LOJ PARCEL;ALIMENTAÇÃO;DESPESA;-R$ 36,90 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 36,75 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;IFD BONSAI SUSHI LTDA  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 36,49 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;VITORIAVERDUR          BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 36,00 ;Inter;Corrente;ESSENCIAIS
2025-04-01;ABRIL;VL6 GELATO LTDA        JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 35,99 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 35,25 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA PANDELLY  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 35,15 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;IFD 54 608 270 DIEGO F SOLANEA       BRA;ALIMENTAÇÃO;DESPESA;-R$ 34,93 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 34,51 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;C  CARNES              JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 34,30 ;Inter;Corrente;ESSENCIAIS
2025-10-26;NOVEMBRO;EXTREMO ORIENTAL;ALIMENTAÇÃO;DESPESA;-R$ 34,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;CAPPTA *PANIFICADORA E;ALIMENTAÇÃO;DESPESA;-R$ 33,79 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;YURIAMARALCATAO;ALIMENTAÇÃO;DESPESA;-R$ 33,50 ;Santander;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;ifood        ifood     Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,50 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;YURIAMARALCATAO;ALIMENTAÇÃO;DESPESA;-R$ 33,50 ;Santander;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;ifood        ifood     Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,50 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;MP  FRUTASEMGERAL      OSASCO        BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,50 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA SAO GONCA;ALIMENTAÇÃO;DESPESA;-R$ 33,42 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;NATURALI               JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,35 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;MsaHospitalar          JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,32 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;SUPERMERCADO MIRAMAR   JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,25 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANDELLY               JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,00 ;Inter;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;PANDELLY               JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,00 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;SASUKE;ALIMENTAÇÃO;DESPESA;-R$ 33,00 ;Santander;Corrente;ESSENCIAIS
2025-10-17;NOVEMBRO;C  CARNES              JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 33,00 ;Inter;Corrente;ESSENCIAIS
2025-07-01;JULHO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 32,77 ;Inter;Corrente;ESSENCIAIS
2025-10-01;OUTUBRO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 32,59 ;Inter;Corrente;ESSENCIAIS
2025-06-01;JUNHO;REDE DA ECONOMIA       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 32,43 ;Inter;Corrente;ESSENCIAIS
2025-02-01;FEVEREIRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 32,41 ;Santander;Corrente;ESSENCIAIS
2025-01-01;JANEIRO;PANIFICADORA ELDORADO;ALIMENTAÇÃO;DESPESA;-R$ 32,41 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;IFD 49 337 612 RENAN D SOLANEA       BRA;ALIMENTAÇÃO;DESPESA;-R$ 32,24 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;JOELMAMARCIAMELO;ALIMENTAÇÃO;DESPESA;-R$ 32,00 ;Santander;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;JOELMAMARCIAMELO;ALIMENTAÇÃO;DESPESA;-R$ 32,00 ;Santander;Corrente;ESSENCIAIS
2025-07-01;JULHO;BLUNELLE GASTRONOMIA E;ALIMENTAÇÃO;DESPESA;-R$ 32,00 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;ZENEIDEDOSSANTOS       BAYEUX        BRA;ALIMENTAÇÃO;DESPESA;-R$ 32,00 ;Inter;Corrente;ESSENCIAIS
2025-05-01;MAIO;BANCA DAS FRUTAS       JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 32,00 ;Inter;Corrente;ESSENCIAIS
2025-03-01;MARÇO;ifood        ifood     Vila Yara Osa BRA;ALIMENTAÇÃO;DESPESA;-R$ 32,00 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;IFD LANCHONETE CACHORR JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 31,98 ;Inter;Corrente;ESSENCIAIS
2025-09-01;SETEMBRO;FINO PAO               JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 31,61 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;JOELMAMARCIAMELO;ALIMENTAÇÃO;DESPESA;-R$ 31,50 ;Santander;Corrente;ESSENCIAIS
2025-06-01;JUNHO;ALBERTODASILVAALV      PEDRAS DE FOG BRA;ALIMENTAÇÃO;DESPESA;-R$ 31,50 ;Inter;Corrente;ESSENCIAIS
2025-08-01;AGOSTO;PANIFICADORA ELDORADO  JOAO PESSOA   BRA;ALIMENTAÇÃO;DESPESA;-R$ 31,34 ;Inter;Corrente;ESSENCIAIS
