data;mes;lancamento;categoria;tipo; valor ;fonte;conta_final; pilar_tribalance
2025-03-01;MARÇO;HiankaAlves            JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 45,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-07-01;JULHO;HAVAIANAS TAMBIA SHOPP JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 44,99 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-02-01;FEVEREIRO;AREZZO TAMBIA          JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 43,31 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-01-01;JANEIRO;AREZZO TAMBIA          JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 43,31 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-02-01;FEVEREIRO;MASTER TRANSFER        JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 43,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-01-01;JANEIRO;MASTER TRANSFER        JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 43,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-10-01;OUTUBRO;FAN                    JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 39,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-03-01;MARÇO;AMAZON BR              SAO PAULO     BRA;VESTUARIO;DESPESA;-R$ 36,40 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-04-01;ABRIL;AMAZON BR              SAO PAULO     BRA;VESTUARIO;DESPESA;-R$ 36,39 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-02-01;FEVEREIRO;FLOR DA PELE           JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 34,90 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-01-01;JANEIRO;FLOR DA PELE           JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 34,90 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-10-01;OUTUBRO;ModaPequena            JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 29,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-06-01;JUNHO;MP *PORTOBELLAMK;VESTUARIO;DESPESA;-R$ 28,40 ;Santander;Corrente;QUALIDADE_DE_VIDA
2025-05-01;MAIO;MP *PORTOBELLAMK;VESTUARIO;DESPESA;-R$ 28,40 ;Santander;Corrente;QUALIDADE_DE_VIDA
2025-10-01;OUTUBRO;MERCADOLIVRE MERCADOL  SUZANO        BRA;VESTUARIO;DESPESA;-R$ 28,04 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-08-01;AGOSTO;TamiresCamilaDe        JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 27,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-08-01;AGOSTO;TamiresCamilaDe        JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 27,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-02-01;FEVEREIRO;BV3 VESTUARIOS LTDA;VESTUARIO;DESPESA;-R$ 23,99 ;Santander;Corrente;QUALIDADE_DE_VIDA
2025-03-01;MARÇO;BV3 VESTUARIOS LTDA;VESTUARIO;DESPESA;-R$ 23,99 ;Santander;Corrente;QUALIDADE_DE_VIDA
2025-10-01;OUTUBRO;SUELY ACESSORIOS       SOBRADO       BRA;VESTUARIO;DESPESA;-R$ 16,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-04-01;ABRIL;JoseWilliamGomes       JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 15,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-07-01;JULHO;ElaineAparecidaDa      JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 15,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-08-01;AGOSTO;Closet                 JOAO PESSOA   BRA;VESTUARIO;DESPESA;-R$ 8,00 ;Inter;Corrente;QUALIDADE_DE_VIDA
2025-05-25;NOVEMBRO;LA CAMICERIA MANAIRA;VESTUÁRIO;DESPESA;-R$ 137,97 ;Inter;Corrente;NÃO CLASSIFICADO
2025-09-05;NOVEMBRO;TOP BRASIL             JOAO PESSOA   BRA;VESTUÁRIO;DESPESA;-R$ 72,90 ;Inter;Corrente;NÃO CLASSIFICADO
2025-09-12;NOVEMBRO;E COM HERING           BLUMENAU      BRA;VESTUÁRIO;DESPESA;-R$ 58,82 ;Inter;Corrente;NÃO CLASSIFICADO
2025-10-16;NOVEMBRO;RIACHUELO FILIAL 161   JOAO PESSOA   BRA;VESTUÁRIO;DESPESA;-R$ 39,98 ;Inter;Corrente;NÃO CLASSIFICADO
